Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	01_01 Spectral Count	01_02 Spectral Count	02_01 Spectral Count	02_02 Spectral Count	01_01 Unique Spectral Count	01_02 Unique Spectral Count	02_01 Unique Spectral Count	02_02 Unique Spectral Count	01_01 Total Spectral Count	01_02 Total Spectral Count	02_01 Total Spectral Count	02_02 Total Spectral Count	01_01 Intensity	01_02 Intensity	02_01 Intensity	02_02 Intensity	01_01 Unique Intensity	01_02 Unique Intensity	02_01 Unique Intensity	02_02 Unique Intensity	01_01 Total Intensity	01_02 Total Intensity	02_01 Total Intensity	02_02 Total Intensity	01_01 MaxLFQ Intensity	01_02 MaxLFQ Intensity	02_01 MaxLFQ Intensity	02_02 MaxLFQ Intensity	01_01 MaxLFQ Unique Intensity	01_02 MaxLFQ Unique Intensity	02_01 MaxLFQ Unique Intensity	02_02 MaxLFQ Unique Intensity	01_01 MaxLFQ Total Intensity	01_02 MaxLFQ Total Intensity	02_01 MaxLFQ Total Intensity	02_02 MaxLFQ Total Intensity	Indistinguishable Proteins
sp|O60245|PCDH7_HUMAN	O60245	PCDH7_HUMAN	PCDH7	1069	18.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protocadherin-7	1.0000	0.9990	9	38	38	38	17	0	5	16	17	0	5	16	17	0	5	16	6909448.5	0.0	1313428.4	5428124.0	6909448.5	0.0	1313428.4	5428124.0	6909448.5	0.0	1313428.4	5428124.0	3020764.0	0.0	1852858.1	3445409.8	3020764.0	0.0	1852858.1	3445409.8	3020764.0	0.0	1852858.1	3445409.8	
sp|O60279|SUSD5_HUMAN	O60279	SUSD5_HUMAN	SUSD5	629	18.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sushi domain-containing protein 5	1.0000	0.9990	9	37	37	37	16	0	5	16	16	0	5	16	16	0	5	16	1.1143939E7	0.0	0.0	8511322.0	1.1143939E7	0.0	0.0	8511322.0	1.1143939E7	0.0	0.0	8511322.0	2691052.2	4608565.5	1514924.4	2633879.8	2691052.2	4608565.5	1514924.4	2633879.8	2691052.2	4608565.5	1514924.4	2633879.8	
sp|O60462|NRP2_HUMAN	O60462	NRP2_HUMAN	NRP2	931	22.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Neuropilin-2	1.0000	0.9990	9	33	33	33	12	4	6	11	12	4	6	11	12	4	6	11	9888868.0	1569312.1	861312.1	6870533.0	9888868.0	1569312.1	861312.1	6870533.0	9888868.0	1569312.1	861312.1	6870533.0	3185568.2	1095770.6	1228855.1	3397738.2	3185568.2	1095770.6	1228855.1	3397738.2	3185568.2	1095770.6	1228855.1	3397738.2	
sp|O60568|PLOD3_HUMAN	O60568	PLOD3_HUMAN	PLOD3	738	23.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3	1.0000	0.9990	6	18	18	18	7	0	2	9	7	0	2	9	7	0	2	9	1830468.2	0.0	670503.4	2110513.5	1830468.2	0.0	670503.4	2110513.5	1830468.2	0.0	670503.4	2110513.5	1188398.1	0.0	758986.06	1287903.1	1188398.1	0.0	758986.06	1287903.1	1188398.1	0.0	758986.06	1287903.1	
sp|O60609|GFRA3_HUMAN	O60609	GFRA3_HUMAN	GFRA3	400	6.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	GDNF family receptor alpha-3	1.0000	0.9989	1	7	7	7	1	1	3	2	1	1	3	2	1	1	3	2	1905324.2	1242599.6	2458340.8	1483168.2	1905324.2	1242599.6	2458340.8	1483168.2	1905324.2	1242599.6	2458340.8	1483168.2	2244985.5	1464117.2	2896730.8	1747572.0	2244985.5	1464117.2	2896730.8	1747572.0	2244985.5	1464117.2	2896730.8	1747572.0	
sp|O60939|SCN2B_HUMAN	O60939	SCN2B_HUMAN	SCN2B	215	34.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sodium channel subunit beta-2	1.0000	0.9990	2	6	6	6	3	0	0	3	3	0	0	3	3	0	0	3	1390097.1	0.0	0.0	874854.3	1390097.1	0.0	0.0	874854.3	1390097.1	0.0	0.0	874854.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O75077|ADA23_HUMAN	O75077	ADA23_HUMAN	ADAM23	832	23.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Disintegrin and metalloproteinase domain-containing protein 23	1.0000	0.9989	3	5	5	5	2	0	1	2	2	0	1	2	2	0	1	2	0.0	0.0	811809.75	465820.7	0.0	0.0	811809.75	465820.7	0.0	0.0	811809.75	465820.7	0.0	0.0	811809.75	465820.7	0.0	0.0	811809.75	465820.7	0.0	0.0	811809.75	465820.7	
sp|O75078|ADA11_HUMAN	O75078	ADA11_HUMAN	ADAM11	769	11.10	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Disintegrin and metalloproteinase domain-containing protein 11	1.0000	0.9986	3	8	8	8	4	0	0	4	4	0	0	4	4	0	0	4	2403567.8	0.0	0.0	2345510.2	2403567.8	0.0	0.0	2345510.2	2403567.8	0.0	0.0	2345510.2	1153924.4	0.0	0.0	1696302.5	1153924.4	0.0	0.0	1696302.5	1153924.4	0.0	0.0	1696302.5	
sp|O75093|SLIT1_HUMAN	O75093	SLIT1_HUMAN	SLIT1	1534	17.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Slit homolog 1 protein	1.0000	0.9990	1	4	4	4	2	0	0	2	2	0	0	2	2	0	0	2	1302053.2	0.0	0.0	1081368.9	1302053.2	0.0	0.0	1081368.9	1302053.2	0.0	0.0	1081368.9	1302053.2	0.0	0.0	1081368.9	1302053.2	0.0	0.0	1081368.9	1302053.2	0.0	0.0	1081368.9	
sp|O75095|MEGF6_HUMAN	O75095	MEGF6_HUMAN	MEGF6	1541	24.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Multiple epidermal growth factor-like domains protein 6	1.0000	0.9990	2	6	6	6	4	0	0	2	4	0	0	2	4	0	0	2	498701.62	0.0	0.0	1077177.6	498701.62	0.0	0.0	1077177.6	498701.62	0.0	0.0	1077177.6	498701.62	0.0	0.0	1077177.6	498701.62	0.0	0.0	1077177.6	498701.62	0.0	0.0	1077177.6	
sp|O75122|CLAP2_HUMAN	O75122	CLAP2_HUMAN	CLASP2	1294	12.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	CLIP-associating protein 2	1.0000	0.9988	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	316413.6	0.0	0.0	0.0	316413.6	0.0	0.0	0.0	316413.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O75173|ATS4_HUMAN	O75173	ATS4_HUMAN	ADAMTS4	837	14.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	A disintegrin and metalloproteinase with thrombospondin motifs 4	1.0000	0.9990	3	35	35	35	13	2	9	11	13	2	9	11	13	2	9	11	1.825002E7	0.0	2420422.2	1.1902096E7	1.825002E7	0.0	2420422.2	1.1902096E7	1.825002E7	0.0	2420422.2	1.1902096E7	6898603.5	0.0	3561682.2	5176582.5	6898603.5	0.0	3561682.2	5176582.5	6898603.5	0.0	3561682.2	5176582.5	
sp|O75223|GGCT_HUMAN	O75223	GGCT_HUMAN	GGCT	188	42.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Gamma-glutamylcyclotransferase	1.0000	0.9990	6	19	19	19	7	2	2	8	7	2	2	8	7	2	2	8	2402713.0	1032504.56	1044835.75	2748916.0	2402713.0	1032504.56	1044835.75	2748916.0	2402713.0	1032504.56	1044835.75	2748916.0	926621.44	1637882.8	559741.56	1078292.2	926621.44	1637882.8	559741.56	1078292.2	926621.44	1637882.8	559741.56	1078292.2	
sp|O75326|SEM7A_HUMAN	O75326	SEM7A_HUMAN	SEMA7A	666	40.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Semaphorin-7A	1.0000	0.9990	21	258	258	258	90	30	61	77	90	30	61	77	90	30	61	77	2.598864E8	6.1392464E7	2.8370068E7	2.48279184E8	2.598864E8	6.1392464E7	2.8370068E7	2.48279184E8	2.598864E8	6.1392464E7	2.8370068E7	2.48279184E8	6.3700968E7	5.9328976E7	6.410676E7	8.7900608E7	6.3700968E7	5.9328976E7	6.410676E7	8.7900608E7	6.3700968E7	5.9328976E7	6.410676E7	8.7900608E7	
sp|O75342|LX12B_HUMAN	O75342	LX12B_HUMAN	ALOX12B	701	12.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Arachidonate 12-lipoxygenase, 12R-type	1.0000	0.9989	2	3	3	3	0	0	0	3	0	0	0	3	0	0	0	3	727094.5	0.0	0.0	1621040.8	727094.5	0.0	0.0	1621040.8	727094.5	0.0	0.0	1621040.8	727094.5	0.0	0.0	951174.5	727094.5	0.0	0.0	951174.5	727094.5	0.0	0.0	951174.5	
sp|O75368|SH3L1_HUMAN	O75368	SH3L1_HUMAN	SH3BGRL	114	35.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	SH3 domain-binding glutamic acid-rich-like protein	1.0000	0.9990	3	13	13	13	6	1	1	5	6	1	1	5	6	1	1	5	8636462.0	4581967.5	1903320.0	7497248.5	8636462.0	4581967.5	1903320.0	7497248.5	8636462.0	4581967.5	1903320.0	7497248.5	5739986.5	4581967.5	1903320.0	5050756.0	5739986.5	4581967.5	1903320.0	5050756.0	5739986.5	4581967.5	1903320.0	5050756.0	
sp|O75509|TNR21_HUMAN	O75509	TNR21_HUMAN	TNFRSF21	655	26.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tumor necrosis factor receptor superfamily member 21	1.0000	0.9990	7	87	87	87	22	27	17	21	22	27	17	21	22	27	17	21	1.35029392E8	6.2221352E7	1.28547984E8	7.0856384E7	1.35029392E8	6.2221352E7	1.28547984E8	7.0856384E7	1.35029392E8	6.2221352E7	1.28547984E8	7.0856384E7	6.7327336E7	5.6154356E7	6.8000192E7	4.2921892E7	6.7327336E7	5.6154356E7	6.8000192E7	4.2921892E7	6.7327336E7	5.6154356E7	6.8000192E7	4.2921892E7	
sp|O75636|FCN3_HUMAN	O75636	FCN3_HUMAN	FCN3	299	18.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ficolin-3	1.0000	0.9990	2	7	7	7	2	0	1	4	2	0	1	4	2	0	1	4	2971276.0	0.0	0.0	2837688.0	2971276.0	0.0	0.0	2837688.0	2971276.0	0.0	0.0	2837688.0	1689523.0	0.0	0.0	1684636.0	1689523.0	0.0	0.0	1684636.0	1689523.0	0.0	0.0	1684636.0	
sp|O75781|PALM_HUMAN	O75781	PALM_HUMAN	PALM	387	28.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Paralemmin-1	1.0000	0.9990	3	6	6	6	1	0	2	3	1	0	2	3	1	0	2	3	1172448.4	449967.88	964764.7	1274528.9	1172448.4	449967.88	964764.7	1274528.9	1172448.4	449967.88	964764.7	1274528.9	1172448.4	449967.88	964764.7	1274528.9	1172448.4	449967.88	964764.7	1274528.9	1172448.4	449967.88	964764.7	1274528.9	
sp|O75787|RENR_HUMAN	O75787	RENR_HUMAN	ATP6AP2	350	13.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Renin receptor	1.0000	0.9982	3	4	4	4	2	0	1	1	2	0	1	1	2	0	1	1	1785905.0	0.0	0.0	3883834.5	1785905.0	0.0	0.0	3883834.5	1785905.0	0.0	0.0	3883834.5	1155196.8	0.0	0.0	2346319.8	1155196.8	0.0	0.0	2346319.8	1155196.8	0.0	0.0	2346319.8	
sp|O75828|CBR3_HUMAN	O75828	CBR3_HUMAN	CBR3	277	5.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Carbonyl reductase [NADPH] 3	1.0000	0.9990	1	3	0	3	2	0	1	0	0	0	0	0	2	0	1	0	880712.6	0.0	533155.94	182421.38	0.0	0.0	0.0	0.0	880712.6	0.0	533155.94	182421.38	880712.6	0.0	533155.94	182421.38	0.0	0.0	0.0	0.0	880712.6	0.0	533155.94	182421.38	sp|P16152|CBR1_HUMAN
sp|O75874|IDHC_HUMAN	O75874	IDHC_HUMAN	IDH1	414	42.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Isocitrate dehydrogenase [NADP] cytoplasmic	1.0000	0.9988	4	11	11	11	5	0	1	5	5	0	1	5	5	0	1	5	5996928.0	0.0	583316.4	4360419.0	5996928.0	0.0	583316.4	4360419.0	5996928.0	0.0	583316.4	4360419.0	2760241.2	0.0	1609696.4	2306680.5	2760241.2	0.0	1609696.4	2306680.5	2760241.2	0.0	1609696.4	2306680.5	
sp|O75882|ATRN_HUMAN	O75882	ATRN_HUMAN	ATRN	1429	25.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Attractin	1.0000	0.9990	23	166	166	166	59	16	28	63	59	16	28	63	59	16	28	63	5.92928E7	5.2824212E7	8.5556936E7	1.10482568E8	5.92928E7	5.2824212E7	8.5556936E7	1.10482568E8	5.92928E7	5.2824212E7	8.5556936E7	1.10482568E8	4.1830172E7	3.3165454E7	2.4735156E7	5.4831096E7	4.1830172E7	3.3165454E7	2.4735156E7	5.4831096E7	4.1830172E7	3.3165454E7	2.4735156E7	5.4831096E7	
sp|O75973|C1QRF_HUMAN	O75973	C1QRF_HUMAN	C1QL1	258	42.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	C1q-related factor	1.0000	0.9990	3	5	5	5	2	0	1	2	2	0	1	2	2	0	1	2	988178.75	0.0	0.0	1706794.4	988178.75	0.0	0.0	1706794.4	988178.75	0.0	0.0	1706794.4	758433.6	0.0	0.0	1307605.4	758433.6	0.0	0.0	1307605.4	758433.6	0.0	0.0	1307605.4	
sp|O75976|CBPD_HUMAN	O75976	CBPD_HUMAN	CPD	1380	10.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Carboxypeptidase D	1.0000	0.9990	6	12	12	12	7	0	1	4	7	0	1	4	7	0	1	4	2077988.8	0.0	0.0	3373017.2	2077988.8	0.0	0.0	3373017.2	2077988.8	0.0	0.0	3373017.2	863314.5	0.0	0.0	1317049.4	863314.5	0.0	0.0	1317049.4	863314.5	0.0	0.0	1317049.4	
sp|O76061|STC2_HUMAN	O76061	STC2_HUMAN	STC2	302	6.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Stanniocalcin-2	1.0000	0.9990	2	9	9	9	4	0	2	3	4	0	2	3	4	0	2	3	7955739.5	0.0	2443883.8	9820598.0	7955739.5	0.0	2443883.8	9820598.0	7955739.5	0.0	2443883.8	9820598.0	4125180.2	0.0	1835023.8	6185029.5	4125180.2	0.0	1835023.8	6185029.5	4125180.2	0.0	1835023.8	6185029.5	
sp|O76070|SYUG_HUMAN	O76070	SYUG_HUMAN	SNCG	127	48.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Gamma-synuclein	1.0000	0.9990	4	5	5	5	3	0	0	2	3	0	0	2	3	0	0	2	2955480.8	0.0	0.0	2764187.8	2955480.8	0.0	0.0	2764187.8	2955480.8	0.0	0.0	2764187.8	1464378.8	0.0	0.0	1544916.6	1464378.8	0.0	0.0	1544916.6	1464378.8	0.0	0.0	1544916.6	
sp|O94760|DDAH1_HUMAN	O94760	DDAH1_HUMAN	DDAH1	285	31.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1	1.0000	0.9990	7	37	36	37	10	6	13	8	9	6	13	8	10	6	13	8	3.7515516E7	1442460.4	5391001.5	1.5080404E7	3.3977448E7	1442460.4	5391001.5	1.3754162E7	3.7515516E7	1442460.4	5391001.5	1.5080404E7	1.5733039E7	1375073.4	6528114.5	7310681.0	1.5922148E7	1375073.4	6528114.5	7223851.5	1.5733039E7	1375073.4	6528114.5	7310681.0	
sp|O94769|ECM2_HUMAN	O94769	ECM2_HUMAN	ECM2	699	18.60	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Extracellular matrix protein 2	1.0000	0.9990	5	9	9	9	3	0	3	3	3	0	3	3	3	0	3	3	1792217.0	0.0	495494.25	2756092.0	1792217.0	0.0	495494.25	2756092.0	1792217.0	0.0	495494.25	2756092.0	571534.2	0.0	3560226.8	869392.3	571534.2	0.0	3560226.8	869392.3	571534.2	0.0	3560226.8	869392.3	
sp|O94772|LY6H_HUMAN	O94772	LY6H_HUMAN	LY6H	140	28.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Lymphocyte antigen 6H	1.0000	0.9990	4	97	97	97	39	6	19	33	39	6	19	33	39	6	19	33	8.8779312E7	1.8895476E7	3550744.5	6.476894E7	8.8779312E7	1.8895476E7	3550744.5	6.476894E7	8.8779312E7	1.8895476E7	3550744.5	6.476894E7	3.8927892E7	8221703.0	1.3685164E7	2.6308348E7	3.8927892E7	8221703.0	1.3685164E7	2.6308348E7	3.8927892E7	8221703.0	1.3685164E7	2.6308348E7	
sp|O94779|CNTN5_HUMAN	O94779	CNTN5_HUMAN	CNTN5	1100	15.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Contactin-5	1.0000	0.9990	7	13	13	16	6	0	4	3	6	0	4	3	8	0	4	4	2727364.8	0.0	734872.56	2507048.5	2727364.8	0.0	734872.56	2507048.5	2727364.8	0.0	734872.56	2507048.5	1034804.75	0.0	780946.9	916314.3	1034804.75	0.0	780946.9	916314.3	1034804.75	0.0	780946.9	916314.3	
sp|O94813|SLIT2_HUMAN	O94813	SLIT2_HUMAN	SLIT2	1529	16.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Slit homolog 2 protein	1.0000	0.9990	1	4	4	4	1	0	0	3	1	0	0	3	1	0	0	3	2023344.0	0.0	0.0	2087430.1	2023344.0	0.0	0.0	2087430.1	2023344.0	0.0	0.0	2087430.1	2023344.0	0.0	0.0	2087430.1	2023344.0	0.0	0.0	2087430.1	2023344.0	0.0	0.0	2087430.1	
sp|O94856|NFASC_HUMAN	O94856	NFASC_HUMAN	NFASC	1347	25.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Neurofascin	1.0000	0.9990	20	120	120	120	42	12	31	35	42	12	31	35	42	12	31	35	2.6867168E7	9217691.0	1.04296992E8	2.112813E7	2.6867168E7	9217691.0	1.04296992E8	2.112813E7	2.6867168E7	9217691.0	1.04296992E8	2.112813E7	3.1227852E7	1.6208403E7	2.395386E7	3.145235E7	3.1227852E7	1.6208403E7	2.395386E7	3.145235E7	3.1227852E7	1.6208403E7	2.395386E7	3.145235E7	
sp|O94910|AGRL1_HUMAN	O94910	AGRL1_HUMAN	ADGRL1	1474	10.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Adhesion G protein-coupled receptor L1	1.0000	0.9990	9	59	59	59	24	8	11	16	24	8	11	16	24	8	11	16	2.1070436E7	6807810.5	3.8826488E7	4.6092356E7	2.1070436E7	6807810.5	3.8826488E7	4.6092356E7	2.1070436E7	6807810.5	3.8826488E7	4.6092356E7	2.4303774E7	2.0255352E7	7703268.0	2.610062E7	2.4303774E7	2.0255352E7	7703268.0	2.610062E7	2.4303774E7	2.0255352E7	7703268.0	2.610062E7	
sp|O94919|ENDD1_HUMAN	O94919	ENDD1_HUMAN	ENDOD1	500	32.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Endonuclease domain-containing 1 protein	1.0000	0.9990	5	66	66	66	20	6	24	16	20	6	24	16	20	6	24	16	3.3675368E7	1.1503311E7	1753551.6	5.7677084E7	3.3675368E7	1.1503311E7	1753551.6	5.7677084E7	3.3675368E7	1.1503311E7	1753551.6	5.7677084E7	2.1903794E7	1.6595126E7	1999901.8	2.6029224E7	2.1903794E7	1.6595126E7	1999901.8	2.6029224E7	2.1903794E7	1.6595126E7	1999901.8	2.6029224E7	
sp|O94985|CSTN1_HUMAN	O94985	CSTN1_HUMAN	CLSTN1	981	31.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Calsyntenin-1	1.0000	0.9990	26	280	280	280	62	67	85	66	62	67	85	66	62	67	85	66	5.1301312E8	2.9525218E7	1.62424653E9	1.31813152E8	5.1301312E8	2.9525218E7	1.62424653E9	1.31813152E8	5.1301312E8	2.9525218E7	1.62424653E9	1.31813152E8	3.10400256E8	7.731584E7	1.26409952E8	2.4282488E8	3.10400256E8	7.731584E7	1.26409952E8	2.4282488E8	3.10400256E8	7.731584E7	1.26409952E8	2.4282488E8	
sp|O95185|UNC5C_HUMAN	O95185	UNC5C_HUMAN	UNC5C	931	12.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Netrin receptor UNC5C	1.0000	0.9990	8	32	32	32	11	0	7	14	11	0	7	14	11	0	7	14	7399305.5	456099.5	9267315.0	6610422.5	7399305.5	456099.5	9267315.0	6610422.5	7399305.5	456099.5	9267315.0	6610422.5	3709897.0	775324.06	5589111.5	3277361.8	3709897.0	775324.06	5589111.5	3277361.8	3709897.0	775324.06	5589111.5	3277361.8	
sp|O95206|PCDH8_HUMAN	O95206	PCDH8_HUMAN	PCDH8	1070	15.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protocadherin-8	1.0000	0.9990	5	8	8	8	4	0	1	3	4	0	1	3	4	0	1	3	633860.56	0.0	0.0	1229943.0	633860.56	0.0	0.0	1229943.0	633860.56	0.0	0.0	1229943.0	451467.25	0.0	0.0	959156.8	451467.25	0.0	0.0	959156.8	451467.25	0.0	0.0	959156.8	
sp|O95390|GDF11_HUMAN	O95390	GDF11_HUMAN	GDF11	407	30.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Growth/differentiation factor 11	1.0000	0.9970	4	8	7	8	4	0	2	2	4	0	1	2	4	0	2	2	666326.1	0.0	2384253.8	2768331.8	666326.1	0.0	2384253.8	2768331.8	666326.1	0.0	2384253.8	2768331.8	875746.56	0.0	2378390.0	1569962.0	875746.56	0.0	2378390.0	1569962.0	875746.56	0.0	2378390.0	1569962.0	
sp|O95428|PPN_HUMAN	O95428	PPN_HUMAN	PAPLN	1278	24.50	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Papilin	1.0000	0.9990	6	32	32	32	15	0	3	14	15	0	3	14	15	0	3	14	6026635.0	0.0	0.0	5524464.5	6026635.0	0.0	0.0	5524464.5	6026635.0	0.0	0.0	5524464.5	2242157.0	0.0	1500449.0	2465072.0	2242157.0	0.0	1500449.0	2465072.0	2242157.0	0.0	1500449.0	2465072.0	
sp|O95445|APOM_HUMAN	O95445	APOM_HUMAN	APOM	188	9.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Apolipoprotein M	1.0000	0.9985	3	13	13	13	7	1	1	4	7	1	1	4	7	1	1	4	7779483.5	1109482.6	926700.25	6828168.0	7779483.5	1109482.6	926700.25	6828168.0	7779483.5	1109482.6	926700.25	6828168.0	2847098.8	1400974.0	1170169.8	2777834.5	2847098.8	1400974.0	1170169.8	2777834.5	2847098.8	1400974.0	1170169.8	2777834.5	
sp|O95450|ATS2_HUMAN	O95450	ATS2_HUMAN	ADAMTS2	1211	26.40	Homo sapiens OX=9606	2:Experimental evidence at transcript level	A disintegrin and metalloproteinase with thrombospondin motifs 2	1.0000	0.9989	2	6	6	6	1	0	2	3	1	0	2	3	1	0	2	3	1190134.5	0.0	1269568.0	1512912.0	1190134.5	0.0	1269568.0	1512912.0	1190134.5	0.0	1269568.0	1512912.0	862827.5	0.0	1269568.0	1210382.5	862827.5	0.0	1269568.0	1210382.5	862827.5	0.0	1269568.0	1210382.5	
sp|O95497|VNN1_HUMAN	O95497	VNN1_HUMAN	VNN1	513	16.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pantetheinase	1.0000	0.9990	4	17	17	17	4	3	3	7	4	3	3	7	4	3	3	7	1909449.5	1272654.2	4046955.8	8627318.0	1909449.5	1272654.2	4046955.8	8627318.0	1909449.5	1272654.2	4046955.8	8627318.0	3064871.8	3485044.8	1586067.2	2675208.8	3064871.8	3485044.8	1586067.2	2675208.8	3064871.8	3485044.8	1586067.2	2675208.8	
sp|O95502|NPTXR_HUMAN	O95502	NPTXR_HUMAN	NPTXR	500	33.00	Homo sapiens OX=9606	3:Protein inferred from homology	Neuronal pentraxin receptor	1.0000	0.9990	13	231	231	231	56	23	97	55	56	23	97	55	56	23	97	55	2.99655296E8	1.36614784E8	9.422916E7	2.99991904E8	2.99655296E8	1.36614784E8	9.422916E7	2.99991904E8	2.99655296E8	1.36614784E8	9.422916E7	2.99991904E8	1.9422976E8	7.2870168E7	8.3186176E7	2.43306976E8	1.9422976E8	7.2870168E7	8.3186176E7	2.43306976E8	1.9422976E8	7.2870168E7	8.3186176E7	2.43306976E8	
sp|O95633|FSTL3_HUMAN	O95633	FSTL3_HUMAN	FSTL3	263	29.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Follistatin-related protein 3	1.0000	0.9990	5	10	10	10	6	0	0	4	6	0	0	4	6	0	0	4	5711720.5	0.0	0.0	2408535.8	5711720.5	0.0	0.0	2408535.8	5711720.5	0.0	0.0	2408535.8	2168602.2	0.0	0.0	2154734.5	2168602.2	0.0	0.0	2154734.5	2168602.2	0.0	0.0	2154734.5	
sp|O95965|ITGBL_HUMAN	O95965	ITGBL_HUMAN	ITGBL1	494	50.20	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Integrin beta-like protein 1	1.0000	0.9990	3	8	8	8	5	0	2	1	5	0	2	1	5	0	2	1	2288572.5	0.0	808530.94	1673990.8	2288572.5	0.0	808530.94	1673990.8	2288572.5	0.0	808530.94	1673990.8	1037321.1	0.0	808530.94	831528.7	1037321.1	0.0	808530.94	831528.7	1037321.1	0.0	808530.94	831528.7	
sp|O95967|FBLN4_HUMAN	O95967	FBLN4_HUMAN	EFEMP2	443	27.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	EGF-containing fibulin-like extracellular matrix protein 2	1.0000	0.9990	3	12	12	12	6	1	2	3	6	1	2	3	6	1	2	3	2717142.5	1407309.2	2346713.0	3421468.5	2717142.5	1407309.2	2346713.0	3421468.5	2717142.5	1407309.2	2346713.0	3421468.5	1007589.2	1468405.4	1401476.6	1338498.9	1007589.2	1468405.4	1401476.6	1338498.9	1007589.2	1468405.4	1401476.6	1338498.9	
sp|O95980|RECK_HUMAN	O95980	RECK_HUMAN	RECK	971	19.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Reversion-inducing cysteine-rich protein with Kazal motifs	1.0000	0.9990	7	17	17	17	8	0	0	9	8	0	0	9	8	0	0	9	5200610.0	0.0	0.0	6844970.5	5200610.0	0.0	0.0	6844970.5	5200610.0	0.0	0.0	6844970.5	3040607.2	0.0	0.0	3041390.0	3040607.2	0.0	0.0	3041390.0	3040607.2	0.0	0.0	3041390.0	
sp|P00390|GSHR_HUMAN	P00390	GSHR_HUMAN	GSR	522	18.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glutathione reductase, mitochondrial	1.0000	0.9990	3	16	16	16	3	4	4	5	3	4	4	5	3	4	4	5	2624945.0	1.0233226E7	4954118.0	2494563.0	2624945.0	1.0233226E7	4954118.0	2494563.0	2624945.0	1.0233226E7	4954118.0	2494563.0	1550095.5	4381673.5	2051524.8	1433622.9	1550095.5	4381673.5	2051524.8	1433622.9	1550095.5	4381673.5	2051524.8	1433622.9	
